,Records,Labels
711,good rush upon him at onc he could not say anoth word bring me candl seal letter said his master he was veri glad get out of room he came back with candl with stout heart stood by whilst letter was seal when his master put into his hand said in cheer voic i hope you will let me see you again sir sometim certain whenev your mistress can spare you i shall be veri glad see you rememb if ever you get into ani difficulti don t be afraid come me i have sometim spoken harsh you but you will not meet with more indulg friend franklin at turn away with full heart after make two or three attempt express his gratitud left room without be abl speak he got queen s squar about three o clock the door was open by larg red face man in blue coat,edgeworth-parents
712,scarlet waistcoat whom he felt afraid give his messag lest he should not be servant well what s your busi sir said butler i have letter for mrs churchil sir said franklin endeavour pronounc his sir in tone as respect as butler s was insol the man have examin direct seal edg of letter carri upstair in few minut return order franklin rub his shoe well follow him he was then shown into handsom room where he found his mistress elder ladi she ask him few question examin him attent as she spoke her sever eye at first her gracious smile afterward made him feel she was person be both love fear i shall give you in charg said she ring bell my housekeep i hope she will have no reason be displeas with you the housekeep when she first came in appear with smile counten but moment she cast,edgeworth-parents
713,her eye on franklin chang look of surpris suspicion her mistress recommend him her protect say pomfret i hope you will keep boy under your own eye and she receiv him with cold veri well ma am which plain show she was not dispos like him in fact mrs pomfret was woman so fond of power so jealous of favour she would have quarrel with angel who had got so near her mistress without her introduct she smother her displeasur howev till night when as she attend her mistress toilett she could not refrain from express her sentiment she began cautious ma am not boy mr spencer was talk of one day has been brought up by villaintrop societi i think they call philanthrop societi yes said her mistress my brother give him high charact i hope he will do veri well i m sure i hope so too observ,edgeworth-parents
714,mrs pomfret but i can t say for my part i ve no great notion of those low peopl they say all those children are taken from veri lowest drug refug of town sure they are like enough ma am take after their own father mother but they are not suffer be with their parent rejoin ladi therefor cannot be hurt by their exampl this littl boy be sure was unfortun in his father but he has had excel educ oh edic be sure ma am i know i don t say but what edic great thing but then ma am edic can t chang natur s in one they say one s born natur bad low they say all edic in world won t do no good for my part ma am i know you know best but i should be afraid let ani of those villaintrop folk get,edgeworth-parents
715,into my hous for nobodi can tell natur of them aforehand i declar fright me pomfret i thought you had better sens how would poor boy earn his bread he would be forc starv or steal if everybodi had such prejudic pomfret who realli was good woman was soften at idea said god forbid he should starv or steal god forbid i should say anyth prejudiciari of boy for there may be no harm in him well said mrs churchil chang her tone but pomfret if we don t like boy at end of month we have done with him for i have onli promis mr spencer keep him month upon trial there no harm done dear no ma am be sure cook must put up with her disappoint s all what disappoint about her nephew ma am boy she i was speak you for when the day you call,edgeworth-parents
716,her up about almond pud ma am if you rememb you said you should have no object tri boy upon cook bought him new shirt but they are good as i tell her but i did not promis take her nephew o no ma am not at all she doe not think say that els i should be veri angri but poor woman never let fall word ani more than fret boy should miss such good place well but sinc i did say i should have no object tri him i shall keep my word let him come morrow let them both have fair trial at end of month i can decid which i like best which we had better keep dismiss with these order mrs pomfret hasten report all had pass cook like favourit minist proud display extent of her secret influenc in morn felix cook s nephew arriv,edgeworth-parents
717,moment he came into kitchen everi eye even scullion s was fix upon him with approb afterward glanc upon franklin with contempt contempt which franklin could not endur without some confus though quit unconsci of have deserv nor upon most imparti cool self examin could he comprehend justic of his judg he perceiv inde for comparison were minut made in audibl scorn whisper felix was much handsom or as kitchen maid express much more genteel gentleman look like sort of person than he was he was made understand he want frill his shirt cravat pair of thin shoe abov all shoe string besid other nameless advantag which just made his rival admir of kitchen howev upon call mind all his friend mr spencer had ever said him he could not recollect his have warn him shoe string were indispens requisit charact of good servant so he could onli comfort himself,edgeworth-parents
718,with resolv if possibl make amend for these defici dissip prejudic which he saw were form against him by strictest adher all his tutor had taught him be his duti he hope secur approb of his mistress by scrupul obedi all her command faith care of all belong her at same time he flatter himself he should win goodwil of his fellow servant by show constant desir oblig them he pursu plan of conduct steadili for near three week found he succeed beyond his expect in pleas his mistress but unfortun he found more difficult pleas his fellow servant he sometim offend when he least expect he had made great progress in affect of corkscrew butler by work inde veri hard for him do everi day at least half his busi but one unfortun night butler was gone out bell rang he went upstair his mistress ask where corkscrew was,edgeworth-parents
719,he answer he was gone out where said his mistress i don t know answer franklin and as he had told exact truth meant do no harm he was surpris at butler s return when he repeat him what had pass at receiv sudden box on ear appel of mischiev impertin mean spirit brat mischiev impertin mean repeat franklin himself but look in butler s face which was deeper scarlet than usual he judg he was far from sober did not doubt but next morn when he came use of his reason he would be sensibl of his injustic apolog for his box of ear but no apolog come all day franklin at last ventur request explan or rather ask what he had best do on next occas whi said corkscrew when mistress ask for me how came you say i was gone out becaus you know i saw you,edgeworth-parents
720,go out and when she ask you where i was gone how came you say you did not know becaus inde i did not you are stupid blockhead could you not say i was gone washerwoman s but were you said franklin was i cri corkscrew look as if he would have struck him again how dare you give me lie mr hypocrit you would be readi enough i ll be bound make excus for yourself whi are not mistress clog clean go along blacken em minut send felix me from time forward felix alon was privileg enter butler s pantri felix becam favourit of corkscrew though franklin by no mean sought pri into mysteri of their privat confer nor ever enter without knock at door yet was his fate onc be sent of messag at unlucki time as door was half open he could not avoid see felix drink,edgeworth-parents
721,bumper of red liquor which he could not help suspect be wine as decant which usual went upstair after dinner was at time in butler s grasp without ani stopper in he was involuntarili forc suspect they were drink his mistress wine nor were bumper of port onli unlaw reward which felix receiv his aunt cook had occas for his assist she had mani delici douceur in her gift mani hand of currant mani half custard mani triangular remnant of pie besid choic of his own meal at breakfast dinner supper fell share of favourit felix whilst franklin was neglect though he took utmost pain pleas cook in all honour servic when she was hot angri or hurri he was alway at hand help her in hour of advers when clock struck five no dinner was dish no kitchen maid with twenti pair of hand was be had franklin would,edgeworth-parents
722,answer her call with flower garnish her dish presenc of mind know in midst of commot where everyth was want was be found so quick as lightn all difficulti vanish befor him yet when danger was over hour of advers had past ungrat cook would forget her benefactor when came his supper time would throw him with careless touch him sensibl anyth which other servant were too nice eat all franklin bore with fortitud nor did he envi felix dainti which he ate sometim close besid him for said he himself i have clear conscienc more than felix can have i know how he win cook s favour too well i fanci i know how i have offend her for sinc day i saw basket she has done noth but huff me the histori of basket was mrs pomfret housekeep had sever time direct indirect given world below understand she,edgeworth-parents
723,her mistress thought there was prodigi quantiti of meat eaten of late now when she spoke was usual at dinner time she alway look or franklin imagin she look suspici at him other peopl look more malici but as he felt himself perfect innoc he went on eat his dinner in silenc but at length was time explain one sunday there appear handsom sirloin of beef which befor noon on monday had shrunk almost bare bone present such deplor spectacl open eye of mrs pomfret her long smother indign burst forth she bold declar she was now certain there had been foul play she would have beef found or she would know whi she spoke but no beef appear till franklin with look of sudden recollect cri did not i see someth like piec of beef in basket in dairi i think the cook as if somebodi had smote her,edgeworth-parents
724,dead blow grew pale but sudden recov use of her speech turn upon franklin with voic of thunder gave him lie direct forthwith take mrs pomfret by ruffl led way dairi declar she could defi world so she could would there ma am said she kick empti basket which lay on floor there s malic for you ask him whi he don t show you beef in basket i thought i saw poor franklin began you thought you saw cri cook come close up him with kimbo arm look like dragon pray sir what busi has such one as you think you see and pray ma am will you be pleas speak perhap ma am he ll condescend obey you ma am will you be pleas forbid him my dairi for here he come pri spi about how ma am am i answer for my butter cream or anyth at,edgeworth-parents
725,all i m sure s what i can t pretend unless you do me justic forbid him my place mrs pomfret whose eye were blind by her prejudic against folk of villaintrop societi also by her secret jealousi of boy whom she deem be grow favourit of her mistress took part with cook end as she began with firm persuas franklin was guilti person let him alon let him alon said she he has as mani turn wind as hare but we shall catch him yet i ll be bound in some of his doubl i knew natur of him well enough from first time i ever set my eye upon him but mistress shall have her own way see end of these word bitter sens of injustic drew tear at length fast down proud cheek of franklin which might possibl have touch mrs pomfret if felix with sneer had,edgeworth-parents
726,not call them crocodil tear felix too thought he too much in fact felix had till now profess himself his firm alli had on his part receiv from franklin unequivoc proof of friendship for must be told everi other morn when was felix s turn get breakfast felix never was up in decent time must inevit have come public disgrac if franklin had not got all breakfast thing readi for him bread butter spread toast toast had not moreov regular when clock struck eight mrs pomfret s foot was heard overhead run call sleep felix help him constant through hurri of get dress one instant befor housekeep came downstair all could not but be present his memori but seem reproach him franklin wipe away his crocodil tear preserv magnanim silenc the hour of retribut was howev not so far off as felix imagin cun peopl may go on clever in,edgeworth-parents
727,their devic for some time but although they may escap onc twice perhap nineti nine time what doe signifi for hundredth time they come shame lose all their charact grown bold by frequent success felix becam more careless in his oper happen one day he met his mistress full in passag as he was go on one of cook s secret errand where are you go felix said his mistress to washerwoman s ma am answer he with his usual effronteri veri well said she call at booksel s in stay i must write down direct pomfret said she open housekeep s room door have you bit of paper pomfret came with write paper look veri angri see felix was go out without her knowledg so while mrs churchil was write direct she stood talk him about whilst he in greatest terror imagin look up in her face as she,edgeworth-parents
728,spoke but was all time intent on parri on other side attack of littl french dog of his mistress which unluckili for him had follow her into passag manchon was extrem fond of felix who by way of pleas his mistress had paid most assidu court her dog yet now his caress were rather troublesom manchon leap up was not be rebuf poor fellow poor fellow down down poor fellow cri felix put him away but manchon leap up again began smell near fatal pocket in most alarm manner you will see by direct where you are go said his mistress manchon come here you will be so good as bring me down down manchon be quiet but manchon knew better he had now got his head into felix s pocket would not be quiet till he had drawn from thenc rustl out of it brown paper half cold turkey,edgeworth-parents
729,which had been miss sinc morn my cold turkey as i m aliv exclaim housekeep dart upon with horror amaz what all said mrs churchil in compos voic i don t know ma am answer felix so confus he knew not what say but but what cri mrs pomfret indign flash from her eye but what repeat his mistress wait for his repli with calm air of attent which still more disconcert felix for though with angri person he might have some chanc of escap he knew he could not invent ani excus in such circumst which could stand examin of person in her sober sens he was struck dumb speak said mrs churchil in still lower tone i am readi hear all you have say in my hous everybodi shall have justic speak but what but stammer felix after in vain attempt equivoc confess he was go take turkey,edgeworth-parents
730,his cousin s but he threw all blame upon his aunt cook who he said had order him upon expedit the cook was now summon but she total deni all knowledg of affair with same violenc with which she had late confound franklin about beef in basket not entir howev with same success for felix perceiv by his mistress eye she was on point of desir him leav hous immedi not be veri will leav place in which he had live so well with butler did not hesit confront his aunt with assur equal her own he knew how bring his charg home her he produc note in her own handwrit purport of which was request her cousin s accept of some delic cold turkey beg she would send her by return of bearer littl of her cherri brandi mrs churchil coolli wrote upon back of note her cook s,edgeworth-parents
731,discharg inform felix she had no further occas for his servic but upon his plead with mani tear which franklin did not call crocodil tear he was so young he was under dominion of his aunt he touch mrs pomfret s compass she obtain for him permiss stay till end of month give him yet chanc of redeem his charact mrs pomfret now see how far she had been impos upon resolv for futur be more upon her guard with felix felt she had treat franklin with great injustic when she accus him of malpractic about sirloin of beef good peopl when they are made sensibl they have treat anyon with injustic are impati have opportun rectifi their mistak mrs pomfret was now prepar see everyth which franklin did in most favour point of view especi as next day she discov was he who everi morn boil water for her,edgeworth-parents
732,tea butter her toast servic for which she had alway thought she was indebt felix besid she had rate felix s abil veri high becaus he made up her week account for her but unluckili onc when franklin was out of way she brought bill in hurri her favourit cast up she discov he did not know how cast up pound shill penc he was oblig confess she must wait till franklin came home but pass over number of small incid which gradual unfold charact of two boy we must proceed more serious affair corkscrew frequent after he had finish take away supper after housekeep was gone bed salli forth neighbour alehous drink with his friend the alehous was kept by cousin of felix s who was so fond of delic cold turkey who had such choic cherri brandi corkscrew kept key of hous door so he could return home,edgeworth-parents
733,whenev he thought proper if he should by accid be call for by his mistress after supper felix knew where find him did not scrupl make ani of those excus which poor franklin had too much integr use all these precaut taken butler was at liberti indulg his favourit passion which so increas with indulg his wage were by no mean suffici support him in way of life everi day he felt less resolut break through his bad habit for everi day drink becam more necessari him his health was ruin with red pimpl bloat face emaci leg swell diseas bodi he appear victim of intox in morn when he got up his hand trembl his spirit flag he could do noth until he had taken dram oper which he was oblig repeat sever time in cours of day as all those wretch peopl must who onc acquir habit he,edgeworth-parents
734,had run up long bill at alehous which he frequent landlord who grew urgent for his money refus give further credit one night when corkscrew had drunk enough onli make him fret he lean with his elbow surlili upon tabl began quarrel with landlord swore he had not of late treat him like gentleman to which landlord coolli repli that as long as he had paid like gentleman he had been treat like one was as much as anyon could expect or at ani rate as much as anyon would meet with in world for truth of assert he appeal laugh parti of men who were drink in room the men howev took part with corkscrew draw him over their tabl made him sit down with them they were in high good humour butler soon grew so intim with them in open of his heart he soon communic them not,edgeworth-parents
735,onli all his own affair but all he knew more than all he knew of his mistress his new friend were by no mean uninterest by his convers encourag him as much as possibl talk for they had secret view which butler was by no mean suffici sober discov mrs churchil had some fine old famili plate these men belong gang of housebreak befor they part with corkscrew they engag him meet them again next night their intimaci was still more close cement one of men actual offer lend corkscrew three guinea toward payment of his debt hint if he thought proper he could easili get whole clear off upon hint corkscrew becam all attent till after some hesit on their part repeat promis of secreci on his they at length disclos their plan him they gave him understand if he would assist in let them into his mistress hous,edgeworth-parents
736,they would let him have ampl share in booti the butler who had reput of be honest man inde whose integr had hitherto been proof against everyth but his mistress port turn pale trembl at propos drank two or three bumper drown thought promis give answer next day he went home more than half intox his mind was so full of what had pass he could not help brag felix whom he found awak at his return he could have his bill paid off at alehous whenev he pleas drop besid some hint which were not lost upon felix in morn felix remind him of thing which he had said corkscrew alarm endeavour evad his question by say he was not in his sens when he talk in manner noth howev he could urg made ani impress upon felix whose recollect on subject was perfect distinct who had too much,edgeworth-parents
737,cun himself too littl confid in his companion be dupe of his dissimul the butler knew not what do when he saw felix was absolut determin either betray their scheme or becom sharer in booti the next night came he was now make final decis either determin on break off entir with his new acquaint or take felix with him join in plot his debt his love of drink imposs of indulg without fresh suppli of money all came into his mind at onc conquer his remain scrupl it said by those whose fatal experi give them right be believ drunkard will sacrific anyth everyth sooner than pleasur of habitu intox how much easier never begin bad custom than break through when onc form the hour of rendezv came corkscrew went alehous where he found housebreak wait for him glass of brandi readi pour out he sigh drank hesit drank,edgeworth-parents
738,again heard landlord talk of his bill saw money produc which would pay in moment drank again curs himself give his hand villain who was whisper in his ear swore he could not help must do as they would have him they requir of him give up key of hous door they might get anoth made by he had left with felix was now oblig explain new difficulti which had arisen felix knew enough ruin them must therefor be won over this was no veri difficult task he had strong desir have some work cravat butler knew enough of him believ would be suffici bribe the cravat were bought shown felix he thought them onli thing want make him complet fine gentleman go without them especi when he had onc seen himself in glass with one tie on in splendid bow appear imposs even paltri temptat work upon his vaniti,edgeworth-parents
739,at length prevail with boy whose integr had long been corrupt by habit of petti pilfer daili falsehood it was agre first time his mistress sent him out on messag he should carri key of hous door his cousin s deliv into hand of one of gang who were there in wait for such was scheme felix night after all had been plan went bed fell fast asleep but butler who had not yet stifl voic of conscienc felt in silenc of night so insupport miser instead of go rest he stole soft into pantri for bottl of his mistress wine there drink glass after glass he stay till he becam so far intox though he contriv find his way back bed he could by no mean undress himself without ani power of recollect he flung himself upon bed leav his candl half hang out of candlestick besid him franklin,edgeworth-parents
740,slept in next room him present awak thought he perceiv strong smell of someth burn he jump up see light under butler s door gentl open his astonish beheld one of bed curtain in flame he immedi ran butler pull him with all his forc rous him from his lethargi he came his sens at length but was so terrifi so helpless if had not been for franklin whole hous would soon inevit have been on fire felix trembl coward knew not what do was curious see him obey franklin whose turn now was command franklin ran upstair awaken mrs pomfret whose terror of fire was so great she came from her room almost out of her sens whilst he with greatest presenc of mind recollect where he had seen two larg tub of water which maid had prepar night befor for their wash seiz wet linen which had been,edgeworth-parents
741,left soak he threw them upon flame he exert himself with so much good sens fire was present extinguish everyth was now onc more safe quiet mrs pomfret recov from her fright postpon all inquiri till morn rejoic her mistress had not been awaken whilst corkscrew flatter himself he should be abl conceal true caus of accid don t you tell mrs pomfret where you found candl when you came into room said he franklin if she ask me you know i must tell truth repli he must repeat felix sneer what you must be tell tale no i never told ani tale of anybodi i should be veri sorri get anyon into scrape but for all i shall not tell lie either for myself or anybodi els let you call me what name you will but if i were give you someth you would like said corkscrew someth i,edgeworth-parents
742,know you would like repeat felix noth you can give me will do answer franklin steadili so useless say ani more about i hope i shall not be question in hope he was mistaken for first thing mrs pomfret did in morn was come into room examin deplor burnt curtain whilst corkscrew stood by endeavour exculp himself by all excus he could invent mrs pomfret howev though sometim blind by her prejudic was no fool was absolut imposs make her believ candl which had been left on hearth where corkscrew protest he had left could have set curtain on fire which were at least six feet distant turn short round franklin she desir he would show her where he found candl when he came into room he took up candlestick but moment housekeep cast her eye upon she snatch from his hand how did candlestick come here this was not,edgeworth-parents
743,candlestick you found here last night cri she yes inde was answer franklin that imposs retort she vehement for i left candlestick with my own hand last night in hall last thing i did after you said she turn butler was gone bed i m sure of nay don t you recollect my take japan candlestick out of your hand make you go up bed with brass one i bolt door at stair head after you this was all veri true but corkscrew had afterward gone down from his room by back staircas unbolt door upon his return from alehous had taken japan candlestick by mistak upstair had left brass one in it stead upon hall tabl oh ma am said felix inde you forget for mr corkscrew came into my room desir me call him betim in morn i happen take particular notic he had japan candlestick in his,edgeworth-parents
744,hand was just as i heard you bolt door inde ma am you forget inde sir retort mrs pomfret rise in anger i do not forget i m not come be supperannu yet i hope how do you dare tell me i forget oh ma am cri felix i beg your pardon i did not i did not mean say you forgot but onli i thought perhap you might not particular rememb for if you pleas recollect i won t pleas recollect just whatev you pleas sir hold your tongu whi should you poke yourself into scrape what have you do with i should be glad know noth in world oh noth in world i m sure i beg your pardon ma am answer felix in soft tone sneak off left his friend corkscrew fight his own battl secret resolv desert in good time if he saw ani danger of,edgeworth-parents
745,alehous transact come light corkscrew could make but veri blunder excus for himself conscious of guilt he turn pale appear so much more terrifi than butler usual appear when detect in lie mrs pomfret resolv as she said sift matter bottom impati did she wait till clock struck nine her mistress bell rang signal for her attend at her leve how do you find yourself morn ma am said she undraw curtain veri sleepi inde answer her mistress in drowsi voic i think i must sleep half hour longer shut curtain as you pleas ma am but i suppos i had better open littl of window shutter for s past nine but just struck oh dear ma am struck befor i came upstair you know we are twenti minut slow lord bless us exclaim mrs pomfret as she let fall bar of window which rous her mistress i m sure,edgeworth-parents
746,i beg your pardon thousand time s onli bar becaus i had great key in my hand put down key then or you ll knock someth els down you may open shutter now for i m quit awak dear me i m so sorri think of disturb you cri mrs pomfret at same time throw shutter wide open but be sure ma am i have someth tell you which won t let you sleep again in hurri i brought up here key of hous door for reason of my own which i m sure you ll approv of but i m not come part of my stori yet i hope you were not disturb by nois in hous last night ma am i heard no nois i am surpris at though continu mrs pomfret proceed give most ampl account of fire of her fear her suspicion to be sure ma,edgeworth-parents
747,am what i say is without spirit of propheci one can nowaday account for what has pass i m quit clear in my own judgment mr corkscrew must have been out last night after i went bed for besid japan candlestick which of itself i m sure strong enough hang man there s anoth circumst ma am certifi me though i have not mention ma am no one yet lower her voic franklin when i question him told me he left lantern in outsid porch in court last night morn was on kitchen tabl now ma am lantern could not come without hand i could not forget about you know for franklin say he s sure he left lantern out and do you believ him inquir her mistress to be sure ma am how can i help believ him i never found him out in least symptom of lie sinc,edgeworth-parents
748,ever he came into hous so one can t help believ in him like him or not without mean tell falsehood howev said ladi he might make mistak no ma am he never make mistak not his way go gossip tattl he never tell anyth till he s ask then s fit he should about sirloin of beef all he was right in end i found do him justic i m sure he s right now about lantern he s alway s right mrs churchil could not help smile if you had seen him ma am last night in midst of fire i m sure we may thank him we were not burn aliv in our bed i shall never forget his come call me poor fellow he i was alway scold scold enough make him hate me but he s too good hate anybodi i ll be bound i,edgeworth-parents
749,ll make up him now take care you don t go from one extrem into anoth pomfret don t spoil boy no ma am there s no danger of but i m sure if you had seen him last night yourself you would think he deserv be reward and so he shall be reward said mrs churchil but i will tri him more fulli yet there s no occas i think for tri him ani more ma am said mrs pomfret who was as violent in her like as in her dislik pray desir continu her mistress he will bring up breakfast morn leav key of hous door pomfret with me when franklin brought urn into breakfast parlour his mistress was stand by fire with key in her hand she spoke him of his last night s exert in term of much approb how long have you live with me,edgeworth-parents
750,said she paus three week i think three week four day madam that but short time yet you have conduct yourself so as make me think i may depend upon you you know key i believ madam key of hous door it i shall trust in your care it great trust for so young person as you are franklin stood silent with firm but modest look if you take charg of key continu his mistress rememb upon condit you never give out of your own hand in daytim must not be left in door you must not tell anybodi where you keep at night hous door must not be unlock after eleven o clock at night unless by my order will you take charg of key upon these condit i will madam do anyth you order me said franklin receiv key from her hand when mrs churchil s order were,edgeworth-parents
751,made known they caus mani secret marvel murmur corkscrew felix were disconcert dare not open avow their discont they treat franklin with greatest seem kind cordial everyth went on smooth for three day the butler never attempt his usual midnight visit alehous but went bed in proper time paid particular court mrs pomfret in order dispel her suspicion she had never had ani idea of real fact he felix were join in plot with hous breaker rob hous but thought he onli went out at irregular hour indulg himself in his passion for drink thus stood affair night befor mrs churchil s birthday corkscrew by housekeep s mean ventur present petit he might go play next day his request was grant franklin came into kitchen just when all servant had gather round butler who with great import was read aloud play bill everybodi present soon began speak at onc with,edgeworth-parents
752,great enthusiasm talk of playhous actor actress then felix in first paus turn franklin said lord you know noth of all you never went play did you never said franklin felt he did not know whi littl asham he long extrem go one how should you like go play with me morrow said corkscrew oh exclaim franklin i should like exceed and do you think mistress would let you if i ask i think mayb she would if mrs pomfret ask her but then you have no money have you no said franklin sigh but stay said corkscrew what i am think of if mistress will let you go i ll treat you myself rather than you should he disappoint delight surpris gratitud appear in franklin s face at these word corkscrew rejoic see now at least he had found most power temptat well then i ll go just now,edgeworth-parents
753,ask her in meantim lend me key of hous door for minut or two the key answer franklin start i m sorri but i can t do for i ve promis my mistress never let out of my own hand but how will she know anyth of matter run run get for us no i cannot repli franklin resist push which butler gave his shoulder you can t cri corkscrew chang his tone then sir i can t take you play veri well sir said franklin sorrow but with steadi veri well sir said felix mimick him you need not look so import nor fanci yourself such great man becaus you re master of key say no more him interrupt corkscrew let him alon take his own way felix you would have no object i suppos go play with me oh i should like of all thing if i did,edgeworth-parents
754,not come between anybodi els but come come ad hypocrit assum tone of friend persuas you won t be such blockhead franklin as lose go play for noth s onli just obstinaci what harm can do lend mr corkscrew key for five minut he ll give you back again safe sound i don t doubt that answer franklin then must be all becaus you don t wish oblig mr corkscrew no but i can t oblig him in for as i told you befor my mistress trust me i promis never let key out of my own hand you would not have me break my trust mr spencer told me was wors than rob at word rob both corkscrew felix involuntarili cast down their eye turn convers immedi say he did veri right they did not realli want key had onli ask for just tri if he would keep his,edgeworth-parents
755,word shake hand said corkscrew i am glad find you out be honest fellow i am sorri you did not think me honest fellow befor mr corkscrew said franklin give his hand rather proud he walk away we shall make no hand of prig said corkscrew but we ll have key from him in spite of all his obstinaci said felix let him make his stori good as he can afterward he shall repent of these air to night i ll watch him find out where he hide key when he s asleep we ll get without thank him this plan felix put into execut they discov place where franklin kept key at night stole whilst he slept took off impress in wax care replac in franklin s trunk exact where they found probabl our young reader cannot guess what use they could mean make of impress of key in,edgeworth-parents
756,wax know how do mischief veri differ from wish do most innoc person are general least ignor by mean of impress which they had thus obtain corkscrew felix propos get fals key made by picklock smith who belong their gang of hous breaker with fals key knew they could open door whenev they pleas littl suspect what had happen franklin next morn went unlock hous door as usual but find key entangl in lock he took out examin perceiv lump of wax stick in one of ward struck with circumst brought his mind all had pass preced even be sure he had no wax near key he began suspect what had happen he could not help recollect what he had onc heard felix say give him but halfpenni worth of wax he could open strongest lock ever was made by hand all these thing consid franklin resolv take key just,edgeworth-parents
757,as was with wax stick his mistress i was not mistaken when i thought i might trust you with key said mrs churchil after she had heard his stori my brother will be here day i shall consult him in meantim say noth of what has pass even came after tea mr spencer sent for franklin upstair so mr franklin said he i m glad find you are in such high trust in famili franklin bow but you have lost i understand pleasur of go play night i don t think anyth much i mean of sir answer franklin smile are corkscrew felix gone play yes half hour ago sir then i shall look into his room examin pantri plate under his care when mr spencer came examin pantri he found larg salver cup in basket behind door other thing place so as be easili carri off noth at first,edgeworth-parents
758,appear in corkscrew s bedchamb strengthen their suspicion till just as they were go leav room mrs pomfret exclaim whi if there not mr corkscrew s dress coat hang up there if here isn t felix s fine cravat he want in such hurri go play whi sir they can t be gone play look at cravat ah upon my word i am afraid they are not at play no sir you may be sure they are plot with their barbar gang at alehous they ll certain break into hous night we shall all be murder in our bed as sure as i m live woman sir but if you ll onli take my advic pray good mrs pomfret mr spencer observ don t be alarm nay sir but i won t pretend sleep in hous if franklin isn t have blunderbuss i baggonet you shall have both inde mrs,edgeworth-parents
759,pomfret but don t make such nois for everybodi will hear you the love of mysteri was onli thing which could have conquer mrs pomfret s love of talk she was silent content herself rest of even with make sign look omin stalk about hous like one possess with secret escap from mrs pomfret s fear advic mr spencer went shop within few door of alehous which he heard corkscrew frequent sent beg speak landlord he came when mr spencer question him confess corkscrew felix were actual drink in his hous with two men of suspici appear as he pass through passag he heard them disput about key one of them said sinc we ve got key we ll go about night this was suffici inform mr spencer lest landlord should give them inform of what was go forward took him along with him bow street a constabl proper assist,edgeworth-parents
760,was sent mrs churchil s they station themselv in back parlour which open on passag lead butler s pantri where plate was kept a littl after midnight they heard hall door open corkscrew his accomplic went direct pantri there mr spencer constabl immedi secur them as they were carri off their booti mrs churchil pomfret had spent night at hous of acquaint in same street well ma am said mrs pomfret who had heard all news in morn villain are all safe thank god i was afraid go window morn but was my luck see them all go by gaol they look so shock i am sure i never shall forget felix s look my die day but poor franklin ma am boy has best heart in world i could not get him give second look at them as they pass poor fellow i thought he would have drop he,edgeworth-parents
761,was so modest ma am when mr spencer spoke him told him he had done his duti and did my brother tell him what reward i intend for him no ma am i m sure franklin think no more of reward than i do i intend continu mrs churchil sell some of my old useless plate lay out in annuiti for franklin s life la ma am exclaim mrs pomfret with unfeign joy i m sure you are veri good i m veri glad of and continu mrs churchil here are some ticket for play which i shall beg you pomfret give him take him with you i am veri much oblig you inde ma am i ll go with him with all my heart choos such play as won t do no prejudic his moral and ma am continu mrs pomfret night after fire i left him my great,edgeworth-parents
762,bibl my watch in my will for i never was more mistaken at first in ani boy in my born day but he has won me by his own desert i shall from time forth love all villaintrop folk for his sake simpl susan chapter i wake as her custom was befor day to do observ due spright may dryden in retir hamlet on border of wale between oswestri shrewsburi still custom celebr st of may the children of villag who look forward rural festiv with joy eager usual meet on last day of april make up their nosegay for morn choos their queen their customari place of meet at hawthorn which stand in littl green nook open on one side shadi lane separ on other side by thick sweet brier hawthorn hedg from garden of attorney this attorney began world with noth but he contriv scrape togeth good deal,edgeworth-parents
763,of money everybodi knew how he built new hous at entranc of villag had larg well fenc garden yet notwithstand his fenc he never felt himself secur such were his litigi habit his suspici temper he was constant at varianc with his simpl peaceabl neighbour some pig or dog or goat or goos was for ever trespass his complaint his extort weari alarm whole hamlet the path in his field were at length unfrequ his stile were block up with stone or stuf with brambl brier so not gosl could creep under or giant get over them inde so care were even villag children of give offenc irrit man of law they would not ventur fli kite near his field lest should entangl in his tree or fall upon his meadow mr case for was name of our attorney had son daughter whose educ he had not time attend as,edgeworth-parents
764,his whole soul was intent upon accumul for them fortun for sever year he suffer his children run wild in villag but sudden on his be appoint consider agenc he began think of make his children littl genteel he sent his son learn latin he hire maid wait upon his daughter barbara he strict forbad her thenceforward keep compani with ani of poor children who had hitherto been her playfellow they were not sorri for prohibit becaus she had been their tyrant rather than their companion she was vex observ her absenc was not regret she was mortifi perceiv she could not humbl them by ani display of air fineri there was one poor girl amongst her former associ whom she had peculiar dislik susan price sweet temper modest spright industri lass who was pride delight of villag her father rent small farm unfortun for him he live near attorney,edgeworth-parents
765,case barbara use often sit at her window watch susan at work sometim she saw her in neat garden rake bed or weed border sometim she was kneel at her beehiv with fresh flower for her bee sometim she was in poultri yard scatter corn from her siev amongst eager chicken in even she was often seat in littl honeysuckl arbour with clean light three leg deal tabl befor her upon which she put her plain work susan had been taught work neat by her good mother who was veri fond of her whom she was most grate attach mrs price was intellig activ domest woman but her health was not robust she earn money howev by take in plain work she was famous for bake excel bread breakfast cake she was respect in villag for her conduct as wife as mother all were eager show her attent at her,edgeworth-parents
